kpi_name,period,value,delta,driver,status,scenario_id
slack_shortfall_hours,2024-05,77.74,0.0,Capacity balance,positive,base
avg_changeovers,2024-05,50.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2024-05,949.9986,0.0,Raw material,neutral,base
waste_impact_pct,2024-05,1.832,0.0,Waste,positive,base
mill_utilization_pct,2024-05,95.7227,0.0,Utilization,negative,base
overload_hours,2024-05,0.0,0.0,Capacity,positive,base
recipe_switch_count,2024-05,101.0,0.0,Scheduling,neutral,base
avg_run_length_days,2024-05,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2024-05,47.9,0.0,Risk model,positive,base
total_wheat_requirement_tons,2024-05,69239.03,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2024-05,981.4187,0.0,Market,neutral,base
import_dependency_pct,2024-05,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2024-05,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2024-05,0.116,0.0,Quality,neutral,base
waste_rate_vs_target,2024-05,-0.67,0.0,Gap to target,positive,base
energy_per_ton,2024-05,68.014,0.0,Efficiency,neutral,base
water_per_ton,2024-05,0.7718,0.0,Conservation,neutral,base
vision_2030_compliance,2024-05,85.5,0.0,Composite,positive,base
total_demand_tons,2024-06,80733.3,16.6007,SKU forecast,positive,base
recipe_time_utilization_pct,2024-06,98.3411,2.6184,Time constraint,negative,base
capacity_violations_count,2024-06,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2024-06,992.8602,11.4416,Wheat price,neutral,base
waste_rate_pct,2024-06,1.915,0.083,Recipe mix,positive,base
vision_2030_index,2024-06,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2024-06,4880022.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2024-06,80733.3,0.0,Flour demand,neutral,base
total_recipe_hours,2024-06,2055.52,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2024-06,87.8905,0.0,Model accuracy,positive,base
seasonality_index,2024-06,1.275,0.0,Calendar,neutral,base
planned_recipe_hours,2024-06,1689.5,0.0,Schedule,neutral,base
available_mill_hours,2024-06,1718.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2024-06,28.5,0.0,Capacity balance,positive,base
avg_changeovers,2024-06,19.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2024-06,949.5783,0.0,Raw material,neutral,base
waste_impact_pct,2024-06,1.915,0.0,Waste,positive,base
mill_utilization_pct,2024-06,98.3411,0.0,Utilization,negative,base
overload_hours,2024-06,0.0,0.0,Capacity,positive,base
recipe_switch_count,2024-06,41.0,0.0,Scheduling,neutral,base
avg_run_length_days,2024-06,0.7,0.0,Continuity,neutral,base
downtime_risk_score,2024-06,49.2,0.0,Risk model,positive,base
total_wheat_requirement_tons,2024-06,80733.27,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2024-06,992.8602,0.0,Market,neutral,base
import_dependency_pct,2024-06,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2024-06,40.4,0.0,Geopolitics,negative,base
yield_variability_index,2024-06,0.061,0.0,Quality,neutral,base
waste_rate_vs_target,2024-06,-0.58,0.0,Gap to target,positive,base
energy_per_ton,2024-06,68.27,0.0,Efficiency,neutral,base
water_per_ton,2024-06,0.7615,0.0,Conservation,neutral,base
vision_2030_compliance,2024-06,85.5,0.0,Composite,positive,base
total_demand_tons,2024-07,64710.38,-19.8467,SKU forecast,negative,base
recipe_time_utilization_pct,2024-07,95.6473,-2.6938,Time constraint,negative,base
capacity_violations_count,2024-07,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2024-07,951.9108,-40.9495,Wheat price,neutral,base
waste_rate_pct,2024-07,1.868,-0.047,Recipe mix,positive,base
vision_2030_index,2024-07,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2024-07,3902816.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2024-07,64710.38,0.0,Flour demand,neutral,base
total_recipe_hours,2024-07,1645.84,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2024-07,87.4908,0.0,Model accuracy,positive,base
seasonality_index,2024-07,0.979,0.0,Calendar,neutral,base
planned_recipe_hours,2024-07,1714.0,0.0,Schedule,neutral,base
available_mill_hours,2024-07,1792.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2024-07,78.0,0.0,Capacity balance,positive,base
avg_changeovers,2024-07,52.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2024-07,950.0043,0.0,Raw material,neutral,base
waste_impact_pct,2024-07,1.868,0.0,Waste,positive,base
mill_utilization_pct,2024-07,95.6473,0.0,Utilization,negative,base
overload_hours,2024-07,0.0,0.0,Capacity,positive,base
recipe_switch_count,2024-07,105.0,0.0,Scheduling,neutral,base
avg_run_length_days,2024-07,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2024-07,47.8,0.0,Risk model,positive,base
total_wheat_requirement_tons,2024-07,64710.22,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2024-07,951.9108,0.0,Market,neutral,base
import_dependency_pct,2024-07,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2024-07,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2024-07,0.097,0.0,Quality,neutral,base
waste_rate_vs_target,2024-07,-0.63,0.0,Gap to target,positive,base
energy_per_ton,2024-07,68.416,0.0,Efficiency,neutral,base
water_per_ton,2024-07,0.7952,0.0,Conservation,neutral,base
vision_2030_compliance,2024-07,85.5,0.0,Composite,positive,base
total_demand_tons,2024-08,61792.04,-4.5098,SKU forecast,negative,base
recipe_time_utilization_pct,2024-08,95.6136,-0.0337,Time constraint,negative,base
capacity_violations_count,2024-08,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2024-08,936.5995,-15.3112,Wheat price,neutral,base
waste_rate_pct,2024-08,1.884,0.016,Recipe mix,positive,base
vision_2030_index,2024-08,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2024-08,3746788.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2024-08,61792.04,0.0,Flour demand,neutral,base
total_recipe_hours,2024-08,1571.07,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2024-08,87.5553,0.0,Model accuracy,positive,base
seasonality_index,2024-08,0.9432,0.0,Calendar,neutral,base
planned_recipe_hours,2024-08,1687.58,0.0,Schedule,neutral,base
available_mill_hours,2024-08,1765.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2024-08,77.42,0.0,Capacity balance,positive,base
avg_changeovers,2024-08,51.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2024-08,950.0154,0.0,Raw material,neutral,base
waste_impact_pct,2024-08,1.884,0.0,Waste,positive,base
mill_utilization_pct,2024-08,95.6136,0.0,Utilization,negative,base
overload_hours,2024-08,0.0,0.0,Capacity,positive,base
recipe_switch_count,2024-08,103.0,0.0,Scheduling,neutral,base
avg_run_length_days,2024-08,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2024-08,47.8,0.0,Risk model,positive,base
total_wheat_requirement_tons,2024-08,61792.06,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2024-08,936.5995,0.0,Market,neutral,base
import_dependency_pct,2024-08,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2024-08,40.2,0.0,Geopolitics,negative,base
yield_variability_index,2024-08,0.103,0.0,Quality,neutral,base
waste_rate_vs_target,2024-08,-0.62,0.0,Gap to target,positive,base
energy_per_ton,2024-08,68.032,0.0,Efficiency,neutral,base
water_per_ton,2024-08,0.7682,0.0,Conservation,neutral,base
vision_2030_compliance,2024-08,85.5,0.0,Composite,positive,base
total_demand_tons,2024-09,59253.45,-4.1083,SKU forecast,negative,base
recipe_time_utilization_pct,2024-09,95.6275,0.0139,Time constraint,negative,base
capacity_violations_count,2024-09,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2024-09,931.076,-5.5235,Wheat price,neutral,base
waste_rate_pct,2024-09,1.59,-0.294,Recipe mix,positive,base
vision_2030_index,2024-09,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2024-09,3564724.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2024-09,59253.45,0.0,Flour demand,neutral,base
total_recipe_hours,2024-09,1506.6,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2024-09,87.1667,0.0,Model accuracy,positive,base
seasonality_index,2024-09,0.923,0.0,Calendar,neutral,base
planned_recipe_hours,2024-09,1640.49,0.0,Schedule,neutral,base
available_mill_hours,2024-09,1715.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2024-09,75.01,0.0,Capacity balance,positive,base
avg_changeovers,2024-09,49.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2024-09,950.0288,0.0,Raw material,neutral,base
waste_impact_pct,2024-09,1.59,0.0,Waste,positive,base
mill_utilization_pct,2024-09,95.6275,0.0,Utilization,negative,base
overload_hours,2024-09,0.0,0.0,Capacity,positive,base
recipe_switch_count,2024-09,100.0,0.0,Scheduling,neutral,base
avg_run_length_days,2024-09,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2024-09,47.8,0.0,Risk model,positive,base
total_wheat_requirement_tons,2024-09,59253.37,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2024-09,931.076,0.0,Market,neutral,base
import_dependency_pct,2024-09,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2024-09,40.2,0.0,Geopolitics,negative,base
yield_variability_index,2024-09,0.104,0.0,Quality,neutral,base
waste_rate_vs_target,2024-09,-0.91,0.0,Gap to target,positive,base
energy_per_ton,2024-09,68.906,0.0,Efficiency,neutral,base
water_per_ton,2024-09,0.8002,0.0,Conservation,neutral,base
vision_2030_compliance,2024-09,85.5,0.0,Composite,positive,base
total_demand_tons,2024-10,61243.68,3.3588,SKU forecast,positive,base
recipe_time_utilization_pct,2024-10,95.4932,-0.1343,Time constraint,negative,base
capacity_violations_count,2024-10,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2024-10,929.4416,-1.6344,Wheat price,neutral,base
waste_rate_pct,2024-10,1.992,0.402,Recipe mix,positive,base
vision_2030_index,2024-10,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2024-10,3702040.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2024-10,61243.68,0.0,Flour demand,neutral,base
total_recipe_hours,2024-10,1557.86,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2024-10,87.4171,0.0,Model accuracy,positive,base
seasonality_index,2024-10,0.9235,0.0,Calendar,neutral,base
planned_recipe_hours,2024-10,1716.49,0.0,Schedule,neutral,base
available_mill_hours,2024-10,1797.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2024-10,81.01,0.0,Capacity balance,positive,base
avg_changeovers,2024-10,53.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2024-10,949.9267,0.0,Raw material,neutral,base
waste_impact_pct,2024-10,1.992,0.0,Waste,positive,base
mill_utilization_pct,2024-10,95.4932,0.0,Utilization,negative,base
overload_hours,2024-10,0.0,0.0,Capacity,positive,base
recipe_switch_count,2024-10,107.0,0.0,Scheduling,neutral,base
avg_run_length_days,2024-10,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2024-10,47.7,0.0,Risk model,positive,base
total_wheat_requirement_tons,2024-10,61243.58,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2024-10,929.4416,0.0,Market,neutral,base
import_dependency_pct,2024-10,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2024-10,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2024-10,0.103,0.0,Quality,neutral,base
waste_rate_vs_target,2024-10,-0.51,0.0,Gap to target,positive,base
energy_per_ton,2024-10,68.922,0.0,Efficiency,neutral,base
water_per_ton,2024-10,0.7826,0.0,Conservation,neutral,base
vision_2030_compliance,2024-10,85.5,0.0,Composite,positive,base
total_demand_tons,2024-11,60257.5,-1.6103,SKU forecast,negative,base
recipe_time_utilization_pct,2024-11,95.8291,0.3359,Time constraint,negative,base
capacity_violations_count,2024-11,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2024-11,940.8924,11.4508,Wheat price,neutral,base
waste_rate_pct,2024-11,2.112,0.12,Recipe mix,positive,base
vision_2030_index,2024-11,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2024-11,3640166.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2024-11,60257.5,0.0,Flour demand,neutral,base
total_recipe_hours,2024-11,1532.62,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2024-11,87.75,0.0,Model accuracy,positive,base
seasonality_index,2024-11,0.9453,0.0,Calendar,neutral,base
planned_recipe_hours,2024-11,1575.43,0.0,Schedule,neutral,base
available_mill_hours,2024-11,1644.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2024-11,68.57,0.0,Capacity balance,positive,base
avg_changeovers,2024-11,45.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2024-11,949.9756,0.0,Raw material,neutral,base
waste_impact_pct,2024-11,2.112,0.0,Waste,positive,base
mill_utilization_pct,2024-11,95.8291,0.0,Utilization,negative,base
overload_hours,2024-11,0.0,0.0,Capacity,positive,base
recipe_switch_count,2024-11,91.0,0.0,Scheduling,neutral,base
avg_run_length_days,2024-11,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2024-11,47.9,0.0,Risk model,positive,base
total_wheat_requirement_tons,2024-11,60257.47,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2024-11,940.8924,0.0,Market,neutral,base
import_dependency_pct,2024-11,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2024-11,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2024-11,0.062,0.0,Quality,neutral,base
waste_rate_vs_target,2024-11,-0.39,0.0,Gap to target,positive,base
energy_per_ton,2024-11,68.152,0.0,Efficiency,neutral,base
water_per_ton,2024-11,0.7798,0.0,Conservation,neutral,base
vision_2030_compliance,2024-11,85.5,0.0,Composite,positive,base
total_demand_tons,2024-12,65302.23,8.372,SKU forecast,positive,base
recipe_time_utilization_pct,2024-12,95.7535,-0.0755,Time constraint,negative,base
capacity_violations_count,2024-12,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2024-12,955.1572,14.2647,Wheat price,neutral,base
waste_rate_pct,2024-12,1.812,-0.3,Recipe mix,positive,base
vision_2030_index,2024-12,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2024-12,3937300.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2024-12,65302.23,0.0,Flour demand,neutral,base
total_recipe_hours,2024-12,1660.62,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2024-12,87.3364,0.0,Model accuracy,positive,base
seasonality_index,2024-12,0.981,0.0,Calendar,neutral,base
planned_recipe_hours,2024-12,1725.0,0.0,Schedule,neutral,base
available_mill_hours,2024-12,1801.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2024-12,76.5,0.0,Capacity balance,positive,base
avg_changeovers,2024-12,51.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2024-12,949.9717,0.0,Raw material,neutral,base
waste_impact_pct,2024-12,1.812,0.0,Waste,positive,base
mill_utilization_pct,2024-12,95.7535,0.0,Utilization,negative,base
overload_hours,2024-12,0.0,0.0,Capacity,positive,base
recipe_switch_count,2024-12,104.0,0.0,Scheduling,neutral,base
avg_run_length_days,2024-12,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2024-12,47.9,0.0,Risk model,positive,base
total_wheat_requirement_tons,2024-12,65302.16,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2024-12,955.1572,0.0,Market,neutral,base
import_dependency_pct,2024-12,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2024-12,40.2,0.0,Geopolitics,negative,base
yield_variability_index,2024-12,0.081,0.0,Quality,neutral,base
waste_rate_vs_target,2024-12,-0.69,0.0,Gap to target,positive,base
energy_per_ton,2024-12,69.434,0.0,Efficiency,neutral,base
water_per_ton,2024-12,0.7834,0.0,Conservation,neutral,base
vision_2030_compliance,2024-12,85.5,0.0,Composite,positive,base
total_demand_tons,2025-01,68102.43,4.2881,SKU forecast,positive,base
recipe_time_utilization_pct,2025-01,95.5568,-0.1968,Time constraint,negative,base
capacity_violations_count,2025-01,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2025-01,1007.9976,52.8404,Wheat price,neutral,base
waste_rate_pct,2025-01,1.612,-0.2,Recipe mix,positive,base
vision_2030_index,2025-01,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2025-01,4133322.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2025-01,68102.43,0.0,Flour demand,neutral,base
total_recipe_hours,2025-01,1732.4,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2025-01,87.5991,0.0,Model accuracy,positive,base
seasonality_index,2025-01,1.0216,0.0,Calendar,neutral,base
planned_recipe_hours,2025-01,1742.0,0.0,Schedule,neutral,base
available_mill_hours,2025-01,1823.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2025-01,81.0,0.0,Capacity balance,positive,base
avg_changeovers,2025-01,54.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2025-01,989.593,0.0,Raw material,neutral,base
waste_impact_pct,2025-01,1.612,0.0,Waste,positive,base
mill_utilization_pct,2025-01,95.5568,0.0,Utilization,negative,base
overload_hours,2025-01,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-01,109.0,0.0,Scheduling,neutral,base
avg_run_length_days,2025-01,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2025-01,47.8,0.0,Risk model,positive,base
total_wheat_requirement_tons,2025-01,68102.49,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2025-01,1007.9976,0.0,Market,neutral,base
import_dependency_pct,2025-01,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2025-01,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2025-01,0.112,0.0,Quality,neutral,base
waste_rate_vs_target,2025-01,-0.89,0.0,Gap to target,positive,base
energy_per_ton,2025-01,68.632,0.0,Efficiency,neutral,base
water_per_ton,2025-01,0.7778,0.0,Conservation,neutral,base
vision_2030_compliance,2025-01,85.5,0.0,Composite,positive,base
total_demand_tons,2025-02,63535.58,-6.7059,SKU forecast,negative,base
recipe_time_utilization_pct,2025-02,95.8402,0.2835,Time constraint,negative,base
capacity_violations_count,2025-02,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2025-02,1022.8353,14.8377,Wheat price,neutral,base
waste_rate_pct,2025-02,1.866,0.254,Recipe mix,positive,base
vision_2030_index,2025-02,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2025-02,3848163.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2025-02,63535.58,0.0,Flour demand,neutral,base
total_recipe_hours,2025-02,1616.03,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2025-02,87.4005,0.0,Model accuracy,positive,base
seasonality_index,2025-02,1.0557,0.0,Calendar,neutral,base
planned_recipe_hours,2025-02,1559.8,0.0,Schedule,neutral,base
available_mill_hours,2025-02,1627.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2025-02,67.7,0.0,Capacity balance,positive,base
avg_changeovers,2025-02,39.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2025-02,989.5374,0.0,Raw material,neutral,base
waste_impact_pct,2025-02,1.866,0.0,Waste,positive,base
mill_utilization_pct,2025-02,95.8402,0.0,Utilization,negative,base
overload_hours,2025-02,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-02,80.0,0.0,Scheduling,neutral,base
avg_run_length_days,2025-02,0.4,0.0,Continuity,neutral,base
downtime_risk_score,2025-02,47.9,0.0,Risk model,positive,base
total_wheat_requirement_tons,2025-02,63535.67,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2025-02,1022.8353,0.0,Market,neutral,base
import_dependency_pct,2025-02,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2025-02,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2025-02,0.09,0.0,Quality,neutral,base
waste_rate_vs_target,2025-02,-0.63,0.0,Gap to target,positive,base
energy_per_ton,2025-02,68.546,0.0,Efficiency,neutral,base
water_per_ton,2025-02,0.7902,0.0,Conservation,neutral,base
vision_2030_compliance,2025-02,85.5,0.0,Composite,positive,base
total_demand_tons,2025-03,95694.22,50.6152,SKU forecast,positive,base
recipe_time_utilization_pct,2025-03,99.8421,4.0019,Time constraint,negative,base
capacity_violations_count,2025-03,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2025-03,1067.3528,44.5176,Wheat price,neutral,base
waste_rate_pct,2025-03,2.025,0.159,Recipe mix,positive,base
vision_2030_index,2025-03,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2025-03,5808451.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2025-03,95694.22,0.0,Flour demand,neutral,base
total_recipe_hours,2025-03,2422.81,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2025-03,87.6475,0.0,Model accuracy,positive,base
seasonality_index,2025-03,1.441,0.0,Calendar,neutral,base
planned_recipe_hours,2025-03,1777.19,0.0,Schedule,neutral,base
available_mill_hours,2025-03,1780.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2025-03,2.81,0.0,Capacity balance,positive,base
avg_changeovers,2025-03,1.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2025-03,987.7928,0.0,Raw material,neutral,base
waste_impact_pct,2025-03,2.025,0.0,Waste,positive,base
mill_utilization_pct,2025-03,99.8421,0.0,Utilization,negative,base
overload_hours,2025-03,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-03,5.0,0.0,Scheduling,neutral,base
avg_run_length_days,2025-03,6.2,0.0,Continuity,neutral,base
downtime_risk_score,2025-03,49.9,0.0,Risk model,positive,base
total_wheat_requirement_tons,2025-03,95694.23,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2025-03,1067.3528,0.0,Market,neutral,base
import_dependency_pct,2025-03,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2025-03,39.7,0.0,Geopolitics,negative,base
yield_variability_index,2025-03,0.076,0.0,Quality,neutral,base
waste_rate_vs_target,2025-03,-0.48,0.0,Gap to target,positive,base
energy_per_ton,2025-03,70.985,0.0,Efficiency,neutral,base
water_per_ton,2025-03,0.7825,0.0,Conservation,neutral,base
vision_2030_compliance,2025-03,85.5,0.0,Composite,positive,base
total_demand_tons,2025-04,69819.8,-27.0386,SKU forecast,negative,base
recipe_time_utilization_pct,2025-04,96.2098,-3.6323,Time constraint,negative,base
capacity_violations_count,2025-04,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2025-04,1027.8488,-39.504,Wheat price,neutral,base
waste_rate_pct,2025-04,2.178,0.153,Recipe mix,positive,base
vision_2030_index,2025-04,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2025-04,4196992.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2025-04,69819.8,0.0,Flour demand,neutral,base
total_recipe_hours,2025-04,1776.14,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2025-04,87.4381,0.0,Model accuracy,positive,base
seasonality_index,2025-04,1.077,0.0,Calendar,neutral,base
planned_recipe_hours,2025-04,1724.08,0.0,Schedule,neutral,base
available_mill_hours,2025-04,1792.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2025-04,67.92,0.0,Capacity balance,positive,base
avg_changeovers,2025-04,30.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2025-04,989.4569,0.0,Raw material,neutral,base
waste_impact_pct,2025-04,2.178,0.0,Waste,positive,base
mill_utilization_pct,2025-04,96.2098,0.0,Utilization,negative,base
overload_hours,2025-04,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-04,62.0,0.0,Scheduling,neutral,base
avg_run_length_days,2025-04,0.5,0.0,Continuity,neutral,base
downtime_risk_score,2025-04,48.1,0.0,Risk model,positive,base
total_wheat_requirement_tons,2025-04,69819.77,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2025-04,1027.8488,0.0,Market,neutral,base
import_dependency_pct,2025-04,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2025-04,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2025-04,0.051,0.0,Quality,neutral,base
waste_rate_vs_target,2025-04,-0.32,0.0,Gap to target,positive,base
energy_per_ton,2025-04,69.742,0.0,Efficiency,neutral,base
water_per_ton,2025-04,0.7794,0.0,Conservation,neutral,base
vision_2030_compliance,2025-04,85.5,0.0,Composite,positive,base
total_demand_tons,2025-05,71051.17,1.7636,SKU forecast,positive,base
recipe_time_utilization_pct,2025-05,96.0259,-0.184,Time constraint,negative,base
capacity_violations_count,2025-05,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2025-05,1023.5671,-4.2817,Wheat price,neutral,base
waste_rate_pct,2025-05,1.99,-0.188,Recipe mix,positive,base
vision_2030_index,2025-05,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2025-05,4284243.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2025-05,71051.17,0.0,Flour demand,neutral,base
total_recipe_hours,2025-05,1807.48,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2025-05,87.3203,0.0,Model accuracy,positive,base
seasonality_index,2025-05,1.0568,0.0,Calendar,neutral,base
planned_recipe_hours,2025-05,1745.75,0.0,Schedule,neutral,base
available_mill_hours,2025-05,1818.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2025-05,72.25,0.0,Capacity balance,positive,base
avg_changeovers,2025-05,38.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2025-05,989.4202,0.0,Raw material,neutral,base
waste_impact_pct,2025-05,1.99,0.0,Waste,positive,base
mill_utilization_pct,2025-05,96.0259,0.0,Utilization,negative,base
overload_hours,2025-05,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-05,77.0,0.0,Scheduling,neutral,base
avg_run_length_days,2025-05,0.4,0.0,Continuity,neutral,base
downtime_risk_score,2025-05,48.0,0.0,Risk model,positive,base
total_wheat_requirement_tons,2025-05,71051.06,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2025-05,1023.5671,0.0,Market,neutral,base
import_dependency_pct,2025-05,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2025-05,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2025-05,0.093,0.0,Quality,neutral,base
waste_rate_vs_target,2025-05,-0.51,0.0,Gap to target,positive,base
energy_per_ton,2025-05,68.394,0.0,Efficiency,neutral,base
water_per_ton,2025-05,0.786,0.0,Conservation,neutral,base
vision_2030_compliance,2025-05,85.5,0.0,Composite,positive,base
total_demand_tons,2025-06,82992.51,16.8067,SKU forecast,positive,base
recipe_time_utilization_pct,2025-06,98.2217,2.1958,Time constraint,negative,base
capacity_violations_count,2025-06,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2025-06,1030.4102,6.8431,Wheat price,neutral,base
waste_rate_pct,2025-06,1.96,-0.03,Recipe mix,positive,base
vision_2030_index,2025-06,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2025-06,5005624.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2025-06,82992.51,0.0,Flour demand,neutral,base
total_recipe_hours,2025-06,2112.54,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2025-06,87.5095,0.0,Model accuracy,positive,base
seasonality_index,2025-06,1.2767,0.0,Calendar,neutral,base
planned_recipe_hours,2025-06,1657.0,0.0,Schedule,neutral,base
available_mill_hours,2025-06,1687.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2025-06,30.0,0.0,Capacity balance,positive,base
avg_changeovers,2025-06,20.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2025-06,989.2211,0.0,Raw material,neutral,base
waste_impact_pct,2025-06,1.96,0.0,Waste,positive,base
